site,date,year,rep,bench,horiz_m,lower_limit,upper_limit,sqrt(lower),sqt(upper),ln(lower)+1,ln(upper)+1,bottom,lower_elev_m,upper_elev_m,sqrt(lower_elev),sqrt(upper_elev),patch1_upper,patch1_lower,patch2_upper,patch2_lower,patch3_upper,patch3_lower,patch4_upper,patch4_lower,patch5_upper,patch5_lower,patch6_upper,patch6_lower,patch7_upper,patch7_lower,patch8_upper,patch8_lower,patch9_upper,patch9_lower,patch10_upper,patch10_lower,gap1_upper,gap1_lower,gap2_upper,gap2_lower,gap3_upper,gap3_lower,gap4_upper,gap4_lower,gap5_upper,gap5_lower,cliff_tidal_height_top (cm),cliff_tidal_height_bottom (cm),notes,lowest_mussel,sqrt_lowest_mussel,ln_lowest_mussel,highest_mussel,n_patches,n_gaps
Terrace,4/19/2014,2014,3.5,1,3.5,-45,0,6.708203932,0,3.828641396,0,-137,0.72,1.17,0.848528137,1.081665383,-72,-73,-97,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,-101,-10.04987562,-4.615120517,0,2,0
Terrace,4/19/2014,2014,3.75,1,3.75,-72,0,8.485281374,0,4.290459441,0,-175,0.62,1.34,0.787400787,1.15758369,-146,-147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,-147,-12.12435565,-4.990432587,0,1,0
Terrace,4/19/2014,2014,4,1,4,-54,0,7.348469228,0,4.007333185,0,-170,0.8,1.34,0.894427191,1.15758369,-115,-116,-145,-147,,,,,,,,,,,,,,,,,,,,,,,,,,,134,23,line,-147,-12.12435565,-4.990432587,0,2,0
Terrace,4/19/2014,2014,4.25,1,4.25,-44,0,6.633249581,0,3.80666249,0,-166,0.86,1.3,0.92736185,1.140175425,-98,-101,-110,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,-111,-10.53565375,-4.709530201,0,2,0
Terrace,4/19/2014,2014,4.5,1,4.5,-29,0,5.385164807,0,3.401197382,0,-166,1.01,1.3,1.004987562,1.140175425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,-29,-5.385164807,-3.36729583,0,0,0
Terrace,4/19/2014,2014,4.75,1,4.75,-32,0,5.656854249,0,3.496507561,0,-173,0.93,1.25,0.964365076,1.118033989,-104,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,-105,-10.24695077,-4.65396035,0,1,0
Terrace,4/19/2014,2014,5,1,5,-48,0,6.92820323,0,3.891820298,0,-176,0.77,1.25,0.877496439,1.118033989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,23,line,-48,-6.92820323,-3.871201011,0,0,0
Terrace,4/19/2014,2014,5.25,1,5.25,-38,0,6.164414003,0,3.663561646,0,-177,1.01,1.39,1.004987562,1.178982612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,,-38,-6.164414003,-3.63758616,0,0,0
Terrace,4/19/2014,2014,5.5,1,5.5,-24,0,4.898979486,0,3.218875825,0,-172,1.15,1.39,1.072380529,1.178982612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,,-24,-4.898979486,-3.17805383,0,0,0
Terrace,4/19/2014,2014,5.75,1,5.75,-25,0,5,0,3.258096538,0,-165,1.14,1.39,1.067707825,1.178982612,-46,-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,,-48,-6.92820323,-3.871201011,0,1,0
Terrace,4/19/2014,2014,6,1,6,-29,0,5.385164807,0,3.401197382,0,-172,1.04,1.33,1.019803903,1.153256259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,29,line,-29,-5.385164807,-3.36729583,0,0,0
Terrace,4/19/2014,2014,7,2,1,-70,-9,8.366600265,3,4.262679877,2.302585093,-132,0.67,1.28,0.818535277,1.13137085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,24,line,-70,-8.366600265,-4.248495242,-9,0,0
Terrace,4/19/2014,2014,7.25,2,1.25,-71,-17,8.426149773,4.123105626,4.276666119,2.890371758,-126,0.66,1.2,0.81240384,1.095445115,-76,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,-93,-9.643650761,-4.532599493,-17,1,0
Terrace,4/19/2014,2014,7.5,2,1.5,-61,0,7.810249676,0,4.127134385,0,-125,0.76,1.37,0.871779789,1.170469991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,-61,-7.810249676,-4.110873864,0,0,0
Terrace,4/19/2014,2014,7.75,2,1.75,-56,-26,7.483314774,5.099019514,4.043051268,3.295836866,-125,0.81,1.11,0.9,1.053565375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,-56,-7.483314774,-4.025351691,-26,0,0
Terrace,4/19/2014,2014,8,2,2,-53,0,7.280109889,0,3.988984047,0,-140,0.85,1.38,0.921954446,1.174734012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,16,line,-53,-7.280109889,-3.970291914,0,0,0
Terrace,4/19/2014,2014,8.25,2,2.25,-60,0,7.745966692,0,4.110873864,0,-137,0.78,1.38,0.883176087,1.174734012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,-60,-7.745966692,-4.094344562,0,0,0
Terrace,4/19/2014,2014,8.5,2,2.5,-70,0,8.366600265,0,4.262679877,0,-140,0.66,1.36,0.81240384,1.166190379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,-70,-8.366600265,-4.248495242,0,0,0
Terrace,4/19/2014,2014,8.75,2,2.75,-52,0,7.211102551,0,3.970291914,0,-141,0.84,1.36,0.916515139,1.166190379,-80,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,-82,-9.055385138,-4.406719247,0,1,0
Terrace,4/19/2014,2014,9,2,3,-70,0,8.366600265,0,4.262679877,0,-150,0.67,1.37,0.818535277,1.170469991,-93,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,37,line,-95,-9.746794345,-4.553876892,0,1,0
Terrace,4/19/2014,2014,9.25,2,3.25,-67,0,8.185352772,0,4.219507705,0,-150,0.7,1.37,0.836660027,1.170469991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,-67,-8.185352772,-4.204692619,0,0,0
Terrace,4/19/2014,2014,9.5,2,3.5,-70,0,8.366600265,0,4.262679877,0,-153,0.67,1.37,0.818535277,1.170469991,-76,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,-77,-8.774964387,-4.343805422,0,1,0
Terrace,4/19/2014,2014,9.75,2,3.75,-70,0,8.366600265,0,4.262679877,0,-155,0.67,1.37,0.818535277,1.170469991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,-70,-8.366600265,-4.248495242,0,0,0
Terrace,4/19/2014,2014,10,2,4,-60,-18,7.745966692,4.242640687,4.110873864,2.944438979,-151,0.69,1.11,0.830662386,1.053565375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,35,line,-60,-7.745966692,-4.094344562,-18,0,0
Terrace,4/19/2014,2014,10.25,2,4.25,-70,0,8.366600265,0,4.262679877,0,-157,0.59,1.29,0.768114575,1.135781669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,,-70,-8.366600265,-4.248495242,0,0,0
Terrace,4/19/2014,2014,10.5,2,4.5,-74,0,8.602325267,0,4.317488114,0,-160,0.44,1.18,0.663324958,1.086278049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,-74,-8.602325267,-4.304065093,0,0,0
Terrace,4/19/2014,2014,10.75,2,4.75,-83,0,9.110433579,0,4.430816799,0,-166,0.35,1.18,0.591607978,1.086278049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,-83,-9.110433579,-4.418840608,0,0,0
Terrace,4/19/2014,2014,11,2,5,-73,0,8.544003745,0,4.304065093,0,-167,0.5,1.23,0.707106781,1.109053651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,43,line,-73,-8.544003745,-4.290459441,0,0,0
Terrace,4/19/2014,2014,11.25,2,5.25,-67,0,8.185352772,0,4.219507705,0,-160,0.56,1.23,0.748331477,1.109053651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,-67,-8.185352772,-4.204692619,0,0,0
Terrace,4/19/2014,2014,11.5,2,5.5,-33,0,5.744562647,0,3.526360525,0,-164,0.84,1.17,0.916515139,1.081665383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,-33,-5.744562647,-3.496507561,0,0,0
Terrace,4/19/2014,2014,11.75,2,5.75,-34,0,5.830951895,0,3.555348061,0,-168,0.83,1.17,0.911043358,1.081665383,-69,-72,-80,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,-81,-9,-4.394449155,0,2,0
Terrace,4/19/2014,2014,12,2,6,-44,0,6.633249581,0,3.80666249,0,-169,0.69,1.13,0.830662386,1.063014581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,30,line,-44,-6.633249581,-3.784189634,0,0,0
Terrace,4/23/2015,2015,1,1,1,-83,-13,9.110433579,3.605551275,4.430816799,2.63905733,-190,0.6,1.3,0.774596669,1.140175425,-100,-105,,,,,,,,,,,,,,,,,,,-56,-65,,,,,,,,,,,horizontal -100 to -115,-105,-10.24695077,-4.65396035,-13,1,1
Terrace,4/23/2015,2015,1.25,1,1.25,-91,-10,9.539392014,3.16227766,4.521788577,2.397895273,-190,0.52,1.33,0.721110255,1.153256259,-97,-102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-102,-10.09950494,-4.624972813,-10,1,0
Terrace,4/23/2015,2015,1.5,1,1.5,-86,0,9.273618495,0,4.465908119,0,-180,0.56,1.42,0.748331477,1.191637529,,,,,,,,,,,,,,,,,,,,,-22,-25,,,,,,,,,,,,-86,-9.273618495,-4.454347296,0,0,1
Terrace,4/23/2015,2015,1.75,1,1.75,-72,-12,8.485281374,3.464101615,4.290459441,2.564949357,-180,0.7,1.3,0.836660027,1.140175425,,,,,,,,,,,,,,,,,,,,,-24,-44,,,,,,,,,,,,-72,-8.485281374,-4.276666119,-12,0,1
Terrace,4/23/2015,2015,2,1,2,-46,-2,6.782329983,1.414213562,3.850147602,1.098612289,-170,0.89,1.33,0.943398113,1.153256259,-71,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PISCO bolt,-72,-8.485281374,-4.276666119,-2,1,0
Terrace,4/23/2015,2015,2.25,1,2.25,-46,-10,6.782329983,3.16227766,3.850147602,2.397895273,-170,0.89,1.25,0.943398113,1.118033989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,-6.782329983,-3.828641396,-10,0,0
Terrace,4/23/2015,2015,2.5,1,2.5,-42,0,6.480740698,0,3.761200116,0,-170,0.91,1.33,0.953939201,1.153256259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42,-6.480740698,-3.737669618,0,0,0
Terrace,4/23/2015,2015,2.75,1,2.75,-70,0,8.366600265,0,4.262679877,0,-180,0.64,1.34,0.8,1.15758369,,,,,,,,,,,,,,,,,,,,,-32,-49,,,,,,,,,,,,-70,-8.366600265,-4.248495242,0,0,1
Terrace,4/23/2015,2015,3,1,3,-80,0,8.94427191,0,4.394449155,0,-160,0.54,1.34,0.734846923,1.15758369,,,,,,,,,,,,,,,,,,,,,-22,-27,,,,,,,,,,,,-80,-8.94427191,-4.382026635,0,0,1
Terrace,4/23/2015,2015,3.25,1,3.25,-70,-15,8.366600265,3.872983346,4.262679877,2.772588722,-160,0.47,1.02,0.68556546,1.009950494,-71,-74,-76,-80,-95,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,bolt,-101,-10.04987562,-4.615120517,-15,3,0
Terrace,4/23/2015,2015,3.5,1,3.5,-45,0,6.708203932,0,3.828641396,0,-170,0.72,1.17,0.848528137,1.081665383,-80,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,-9.949874371,-4.59511985,0,1,0
Terrace,4/23/2015,2015,3.75,1,3.75,-60,0,7.745966692,0,4.110873864,0,-200,0.74,1.34,0.860232527,1.15758369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal -75 to -120,-60,-7.745966692,-4.094344562,0,0,0
Terrace,4/23/2015,2015,4,1,4,-54,0,7.348469228,0,4.007333185,0,-210,0.8,1.34,0.894427191,1.15758369,-64,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal -80 to -120,-68,-8.246211251,-4.219507705,0,1,0
Terrace,4/23/2015,2015,4.25,1,4.25,-40,0,6.32455532,0,3.713572067,0,-200,0.9,1.3,0.948683298,1.140175425,-59,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal -80 to -120,-60,-7.745966692,-4.094344562,0,1,0
Terrace,4/23/2015,2015,4.5,1,4.5,-25,0,5,0,3.258096538,0,-200,1.05,1.3,1.024695077,1.140175425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal -115 to -145,-25,-5,-3.218875825,0,0,0
Terrace,4/23/2015,2015,4.75,1,4.75,-23,0,4.795831523,0,3.17805383,0,-200,1.02,1.25,1.009950494,1.118033989,-27,-41,-51,-57,-65,-66,-95,-100,-120,-122,,,,,,,,,,,,,,,,,,,,,,,horizontal -100 to -160,-122,-11.04536102,-4.804021045,0,5,0
Terrace,4/23/2015,2015,5,1,5,-32,0,5.656854249,0,3.496507561,0,-180,0.93,1.25,0.964365076,1.118033989,-138,-140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-140,-11.83215957,-4.941642423,0,1,0
Terrace,4/23/2015,2015,5.25,1,5.25,-29,0,5.385164807,0,3.401197382,0,-190,1.1,1.39,1.048808848,1.178982612,-44,-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,-6.92820323,-3.871201011,0,1,0
Terrace,4/23/2015,2015,5.5,1,5.5,-28,0,5.291502622,0,3.36729583,0,-190,1.11,1.39,1.053565375,1.178982612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28,-5.291502622,-3.33220451,0,0,0
Terrace,4/23/2015,2015,5.75,1,5.75,-33,0,5.744562647,0,3.526360525,0,-190,1.06,1.39,1.029563014,1.178982612,-51,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,-7.348469228,-3.988984047,0,1,0
Terrace,4/23/2015,2015,6,1,6,-28,0,5.291502622,0,3.36729583,0,-170,1.05,1.33,1.024695077,1.153256259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28,-5.291502622,-3.33220451,0,0,0
Terrace,4/23/2015,2015,7,2,1,-90,-28,9.486832981,5.291502622,4.510859507,3.36729583,-200,0.47,1.09,0.68556546,1.044030651,-110,-115,-120,-150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-150,-12.24744871,-5.010635294,-28,2,0
Terrace,4/23/2015,2015,7.25,2,1.25,-120,-38,10.95445115,6.164414003,4.795790546,3.663561646,-200,0.17,0.99,0.412310563,0.994987437,,,,,,,,,,,,,,,,,,,,,-90,-100,,,,,,,,,,,horizontal -140 to -155,-120,-10.95445115,-4.787491743,-38,0,1
Terrace,4/23/2015,2015,7.5,2,1.5,-115,-34,10.72380529,5.830951895,4.753590191,3.555348061,-200,0.22,1.03,0.469041576,1.014889157,-130,-145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145,-12.04159458,-4.976733742,-34,1,0
Terrace,4/23/2015,2015,7.75,2,1.75,-63,-8,7.937253933,2.828427125,4.158883083,2.197224577,-200,0.74,1.29,0.860232527,1.135781669,-85,-95,-125,-126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-126,-11.22497216,-4.836281907,-8,2,0
Terrace,4/23/2015,2015,8,2,2,-73,-39,8.544003745,6.244997998,4.304065093,3.688879454,-200,0.65,0.99,0.806225775,0.994987437,-95,-101,-140,-143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-143,-11.95826074,-4.96284463,-39,2,0
Terrace,4/23/2015,2015,8.25,2,2.25,-60,-36,7.745966692,6,4.110873864,3.610917913,-190,0.78,1.02,0.883176087,1.009950494,-77,-80,-87,-88,-130,-135,,,,,,,,,,,,,,,,,,,,,,,,,,,,-135,-11.61895004,-4.905274778,-36,3,0
Terrace,4/23/2015,2015,8.5,2,2.5,-58,0,7.615773106,0,4.077537444,0,-190,0.78,1.36,0.883176087,1.166190379,-78,-79,-80,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-9,-4.394449155,0,2,0
Terrace,4/23/2015,2015,8.75,2,2.75,-68,0,8.246211251,0,4.234106505,0,-200,0.68,1.36,0.824621125,1.166190379,-76,-82,-105,-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-108,-10.39230485,-4.682131227,0,2,0
Terrace,4/23/2015,2015,9,2,3,-80,0,8.94427191,0,4.394449155,0,-200,0.57,1.37,0.754983444,1.170469991,-100,-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bolt,-103,-10.14889157,-4.634728988,0,1,0
Terrace,4/23/2015,2015,9.25,2,3.25,-66,0,8.124038405,0,4.204692619,0,-200,0.71,1.37,0.842614977,1.170469991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,-8.124038405,-4.189654742,0,0,0
Terrace,4/23/2015,2015,9.5,2,3.5,-73,0,8.544003745,0,4.304065093,0,-190,0.64,1.37,0.8,1.170469991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-8.544003745,-4.290459441,0,0,0
Terrace,4/23/2015,2015,9.75,2,3.75,-75,0,8.660254038,0,4.33073334,0,-190,0.62,1.37,0.787400787,1.170469991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-8.660254038,-4.317488114,0,0,0
Terrace,4/23/2015,2015,10,2,4,-71,0,8.426149773,0,4.276666119,0,-190,0.58,1.29,0.761577311,1.135781669,,,,,,,,,,,,,,,,,,,,,-26,-38,,,,,,,,,,,,-71,-8.426149773,-4.262679877,0,0,1
Terrace,4/23/2015,2015,10.25,2,4.25,-68,0,8.246211251,0,4.234106505,0,-190,0.61,1.29,0.781024968,1.135781669,,,,,,,,,,,,,,,,,,,,,-17,-25,,,,,,,,,,,,-68,-8.246211251,-4.219507705,0,0,1
Terrace,4/23/2015,2015,10.5,2,4.5,-77,0,8.774964387,0,4.356708827,0,-190,0.41,1.18,0.640312424,1.086278049,,,,,,,,,,,,,,,,,,,,,-46,-50,,,,,,,,,,,,-77,-8.774964387,-4.343805422,0,0,1
Terrace,4/23/2015,2015,10.75,2,4.75,-72,0,8.485281374,0,4.290459441,0,-200,0.46,1.18,0.678232998,1.086278049,-105,-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-108,-10.39230485,-4.682131227,0,1,0
Terrace,4/23/2015,2015,11,2,5,-89,0,9.433981132,0,4.49980967,0,-200,0.34,1.23,0.583095189,1.109053651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,-9.433981132,-4.48863637,0,0,0
Terrace,4/23/2015,2015,11.25,2,5.25,-74,0,8.602325267,0,4.317488114,0,-210,0.49,1.23,0.7,1.109053651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-8.602325267,-4.304065093,0,0,0
Terrace,4/23/2015,2015,11.5,2,5.5,-63,0,7.937253933,0,4.158883083,0,-200,0.54,1.17,0.734846923,1.081665383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,-7.937253933,-4.143134726,0,0,0
Terrace,4/23/2015,2015,11.75,2,5.75,-36,0,6,0,3.610917913,0,-200,0.81,1.17,0.9,1.081665383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36,-6,-3.583518938,0,0,0
Terrace,4/23/2015,2015,12,2,6,-35,0,5.916079783,0,3.583518938,0,-190,0.78,1.13,0.883176087,1.063014581,-63,-64,-75,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bolt,-80,-8.94427191,-4.382026635,0,2,0
Terrace,3/18/2016,2016,1,1,1,-110,0,10.48808848,0,4.709530201,0,-210,0.33,1.43,0.574456265,1.195826074,,,,,,,,,,,,,,,,,,,,,-55,-62,-82,-100,,,,,,,,,,-110,-10.48808848,-4.700480366,0,0,2
Terrace,3/18/2016,2016,1.25,1,1.25,-101,-5,10.04987562,2.236067977,4.624972813,1.791759469,-200,0.42,1.38,0.64807407,1.174734012,,,,,,,,,,,,,,,,,,,,,-73,-77,,,,,,,,,,,,-101,-10.04987562,-4.615120517,-5,0,1
Terrace,3/18/2016,2016,1.5,1,1.5,-71,0,8.426149773,0,4.276666119,0,-190,0.71,1.42,0.842614977,1.191637529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-8.426149773,-4.262679877,0,0,0
Terrace,3/18/2016,2016,1.75,1,1.75,-70,0,8.366600265,0,4.262679877,0,-190,0.72,1.42,0.848528137,1.191637529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-8.366600265,-4.248495242,0,0,0
Terrace,3/18/2016,2016,2,1,2,-62,-14,7.874007874,3.741657387,4.143134726,2.708050201,-190,0.73,1.21,0.854400375,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,-7.874007874,-4.127134385,-14,0,0
Terrace,3/18/2016,2016,2.25,1,2.25,-41,-7,6.403124237,2.645751311,3.737669618,2.079441542,-180,0.94,1.28,0.969535971,1.13137085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41,-6.403124237,-3.713572067,-7,0,0
Terrace,3/18/2016,2016,2.5,1,2.5,-46,0,6.782329983,0,3.850147602,0,-170,0.87,1.33,0.932737905,1.153256259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,-6.782329983,-3.828641396,0,0,0
Terrace,3/18/2016,2016,2.75,1,2.75,-68,0,8.246211251,0,4.234106505,0,-180,0.66,1.34,0.81240384,1.15758369,,,,,,,,,,,,,,,,,,,,,-32,-55,,,,,,,,,,,,-68,-8.246211251,-4.219507705,0,0,1
Terrace,3/18/2016,2016,3,1,3,-79,0,8.888194417,0,4.382026635,0,-180,0.55,1.34,0.741619849,1.15758369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-8.888194417,-4.369447852,0,0,0
Terrace,3/18/2016,2016,3.25,1,3.25,-70,0,8.366600265,0,4.262679877,0,-170,0.47,1.17,0.68556546,1.081665383,-71,-74,-88,-89,,,,,,,,,,,,,,,,,-2,-15,,,,,,,,,,,,-89,-9.433981132,-4.48863637,0,2,1
Terrace,3/18/2016,2016,3.5,1,3.5,-50,0,7.071067812,0,3.931825633,0,-165,0.67,1.17,0.818535277,1.081665383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,-7.071067812,-3.912023005,0,0,0
Terrace,3/18/2016,2016,3.75,1,3.75,-55,0,7.416198487,0,4.025351691,0,-175,0.79,1.34,0.888819442,1.15758369,,,,,,,,,,,,,,,,,,,,,-12,-25,,,,,,,,,,,,-55,-7.416198487,-4.007333185,0,0,1
Terrace,3/18/2016,2016,4,1,4,-54,0,7.348469228,0,4.007333185,0,-175,0.8,1.34,0.894427191,1.15758369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,-7.348469228,-3.988984047,0,0,0
Terrace,3/18/2016,2016,4.25,1,4.25,-45,0,6.708203932,0,3.828641396,0,-185,0.85,1.3,0.921954446,1.140175425,-50,-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,-7.211102551,-3.951243719,0,1,0
Terrace,3/18/2016,2016,4.5,1,4.5,-30,0,5.477225575,0,3.433987204,0,-180,1,1.3,1,1.140175425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30,-5.477225575,-3.401197382,0,0,0
Terrace,3/18/2016,2016,4.75,1,4.75,-43,0,6.557438524,0,3.784189634,0,-180,0.82,1.25,0.905538514,1.118033989,-51,-56,,,,,,,,,,,,,,,,,,,-27,-29,,,,,,,,,,,,-56,-7.483314774,-4.025351691,0,1,1
Terrace,3/18/2016,2016,5,1,5,-35,0,5.916079783,0,3.583518938,0,-180,0.9,1.25,0.948683298,1.118033989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35,-5.916079783,-3.555348061,0,0,0
Terrace,3/18/2016,2016,5.25,1,5.25,-37,0,6.08276253,0,3.63758616,0,-170,1.02,1.39,1.009950494,1.178982612,-56,-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,-7.615773106,-4.060443011,0,1,0
Terrace,3/18/2016,2016,5.5,1,5.5,-30,0,5.477225575,0,3.433987204,0,-165,1.09,1.39,1.044030651,1.178982612,-34,-35,-54,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,-7.416198487,-4.007333185,0,2,0
Terrace,3/18/2016,2016,5.75,1,5.75,-35,0,5.916079783,0,3.583518938,0,-170,1.04,1.39,1.019803903,1.178982612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35,-5.916079783,-3.555348061,0,0,0
Terrace,3/18/2016,2016,6,1,6,-26,0,5.099019514,0,3.295836866,0,-165,1.07,1.33,1.034408043,1.153256259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26,-5.099019514,-3.258096538,0,0,0
Terrace,3/18/2016,2016,7,2,1,-85,-45,9.219544457,6.708203932,4.454347296,3.828641396,-230,0.52,0.92,0.721110255,0.959166305,-145,-150,-170,-180,-110,-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,-180,-13.41640786,-5.192956851,-45,3,0
Terrace,3/18/2016,2016,7.25,2,1.25,-124,-15,11.13552873,3.872983346,4.828313737,2.772588722,-260,0.13,1.22,0.360555128,1.104536102,-145,-150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-150,-12.24744871,-5.010635294,-15,1,0
Terrace,3/18/2016,2016,7.5,2,1.5,-113,-13,10.63014581,3.605551275,4.736198448,2.63905733,-250,0.24,1.24,0.489897949,1.113552873,,,,,,,,,,,,,,,,,,,,,-44,-50,,,,,,,,,,,,-113,-10.63014581,-4.727387819,-13,0,1
Terrace,3/18/2016,2016,7.75,2,1.75,-73,0,8.544003745,0,4.304065093,0,-230,0.64,1.37,0.8,1.170469991,-120,-135,-86,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-135,-11.61895004,-4.905274778,0,2,0
Terrace,3/18/2016,2016,8,2,2,-70,-35,8.366600265,5.916079783,4.262679877,3.583518938,-250,0.68,1.03,0.824621125,1.014889157,-80,-81,-85,-96,-110,-125,,,,,,,,,,,,,,,,,,,,,,,,,,,,-125,-11.18033989,-4.828313737,-35,3,0
Terrace,3/18/2016,2016,8.25,2,2.25,-58,0,7.615773106,0,4.077537444,0,-251,0.8,1.38,0.894427191,1.174734012,-128,-135,-150,-170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-170,-13.03840481,-5.135798437,0,2,0
Terrace,3/18/2016,2016,8.5,2,2.5,-65,0,8.062257748,0,4.189654742,0,-240,0.71,1.36,0.842614977,1.166190379,-82,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,-9.110433579,-4.418840608,0,1,0
Terrace,3/18/2016,2016,8.75,2,2.75,-114,0,10.67707825,0,4.744932128,0,-270,0.22,1.36,0.469041576,1.166190379,,,,,,,,,,,,,,,,,,,,,-75,-80,,,,,,,,,,,,-114,-10.67707825,-4.736198448,0,0,1
Terrace,3/18/2016,2016,9,2,3,-112,0,10.58300524,0,4.727387819,0,-250,0.25,1.37,0.5,1.170469991,,,,,,,,,,,,,,,,,,,,,-15,-35,-77,-80,,,,,,,,,,-112,-10.58300524,-4.718498871,0,0,2
